,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,deletions,additions,changedFiles,comments,org,repo,openTimeDays
10,MERGED,MDExOlB1bGxSZXF1ZXN0OTI3NDg3Njk=,MDEV-10980: Fix reverse queries in OQGRAPH.,https://github.com/MariaDB/server/pull/256,2016-11-08 10:12:00+00:00,2017-10-09T12:23:09Z,2017-10-09 11:37:46+00:00,{'edges': []},256,CONTRIBUTOR,pprkut,{'login': 'cvicentiu'},{'oid': '4d33c74224a8e425901c91d7c79ce1840014dd72'},202,190,7,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-11-08T10:33:39Z', 'updatedAt': '2016-11-08T10:33:39Z', 'url': 'https://github.com/MariaDB/server/pull/256#issuecomment-259102043', 'author': {'login': 'pastcompute'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-11-11T11:29:06Z', 'updatedAt': '2016-11-11T11:29:06Z', 'url': 'https://github.com/MariaDB/server/pull/256#issuecomment-259938453', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-11-11T12:22:12Z', 'updatedAt': '2016-11-11T12:22:12Z', 'url': 'https://github.com/MariaDB/server/pull/256#issuecomment-259946410', 'author': {'login': 'pprkut'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-10-09T11:38:24Z', 'updatedAt': '2017-10-09T11:38:24Z', 'url': 'https://github.com/MariaDB/server/pull/256#issuecomment-335132794', 'author': {'login': 'cvicentiu'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-09T12:23:09Z', 'updatedAt': '2017-10-09T12:23:09Z', 'url': 'https://github.com/MariaDB/server/pull/256#issuecomment-335142121', 'author': {'login': 'pprkut'}}}]}",MariaDB,server,52.575
11,CLOSED,MDExOlB1bGxSZXF1ZXN0OTE1Mzc1MzI=,MDEV-7773 - Aggregate functions,https://github.com/MariaDB/server/pull/252,2016-10-30 21:38:25+00:00,2017-12-04T11:31:35Z,2017-12-04 11:31:12+00:00,{'edges': []},252,CONTRIBUTOR,varunraiko,,,48,2846,30,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2016-10-31T08:51:58Z', 'updatedAt': '2016-10-31T08:51:58Z', 'url': 'https://github.com/MariaDB/server/pull/252#issuecomment-257241762', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-10-31T19:59:48Z', 'updatedAt': '2016-10-31T19:59:48Z', 'url': 'https://github.com/MariaDB/server/pull/252#issuecomment-257403371', 'author': {'login': 'varunraiko'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-01-26T21:48:13Z', 'updatedAt': '2017-01-26T21:48:13Z', 'url': 'https://github.com/MariaDB/server/pull/252#issuecomment-275524512', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-12-04T11:31:12Z', 'updatedAt': '2017-12-04T11:31:12Z', 'url': 'https://github.com/MariaDB/server/pull/252#issuecomment-348936057', 'author': {'login': 'cvicentiu'}}}]}",MariaDB,server,61.09832175925926
12,CLOSED,MDExOlB1bGxSZXF1ZXN0ODg1NDQ3NTg=,MDEV-10541 - Don't use RPL_VERSION_HACK if version string is explicitly set,https://github.com/MariaDB/server/pull/243,2016-10-08 12:38:48+00:00,2017-05-08T13:18:44Z,2017-05-08 13:18:44+00:00,{'edges': []},243,CONTRIBUTOR,hholzgra,,,1,5,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2017-05-08T13:18:44Z', 'updatedAt': '2017-05-08T13:18:44Z', 'url': 'https://github.com/MariaDB/server/pull/243#issuecomment-299864271', 'author': {'login': 'svoj'}}}]}",MariaDB,server,83.47305555555556
13,CLOSED,MDExOlB1bGxSZXF1ZXN0ODE1NjM0Mzg=,MDEV-4476: mytop tracker,https://github.com/MariaDB/server/pull/215,2016-08-16 23:42:47+00:00,2019-11-14T22:36:24Z,2019-11-14 10:33:47+00:00,{'edges': [{'node': {'name': 'license-bsd-new'}}]},215,CONTRIBUTOR,jb-boin,,,261,475,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2016-08-17T07:04:28Z', 'updatedAt': '2016-08-17T07:04:28Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-240330383', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-08-17T11:06:20Z', 'updatedAt': '2016-08-17T11:06:20Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-240380850', 'author': {'login': 'jb-boin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-03-09T18:42:35Z', 'updatedAt': '2017-03-09T18:42:35Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-285441443', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-03-16T16:46:07Z', 'updatedAt': '2017-03-16T16:46:41Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-287118727', 'author': {'login': 'jb-boin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:40Z', 'updatedAt': '2018-03-05T20:24:40Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-370552650', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-13T16:13:33Z', 'updatedAt': '2019-10-22T13:02:49Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-531299562', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-05T07:49:49Z', 'updatedAt': '2019-11-05T07:49:49Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-549703790', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-14T10:37:01Z', 'updatedAt': '2019-11-14T10:37:01Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-553828790', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-14T14:12:32Z', 'updatedAt': '2019-11-14T14:12:32Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-553905247', 'author': {'login': 'jb-boin'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-14T22:36:24Z', 'updatedAt': '2019-11-14T22:36:24Z', 'url': 'https://github.com/MariaDB/server/pull/215#issuecomment-554113569', 'author': {'login': 'an3l'}}}]}",MariaDB,server,136.01195601851853
14,CLOSED,MDExOlB1bGxSZXF1ZXN0ODE0ODQ4NTY=,GSOC-MDEV-371:Long unique constarints using hash index.,https://github.com/MariaDB/server/pull/214,2016-08-16 14:47:43+00:00,2019-02-26T21:37:12Z,2019-02-26 21:37:11+00:00,{'edges': []},214,NONE,shubhambaraiss,,,453,2003,43,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:42Z', 'updatedAt': '2018-03-05T20:24:42Z', 'url': 'https://github.com/MariaDB/server/pull/214#issuecomment-370552658', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-02-26T21:37:11Z', 'updatedAt': '2019-02-26T21:37:11Z', 'url': 'https://github.com/MariaDB/server/pull/214#issuecomment-467624019', 'author': {'login': 'vuvova'}}}]}",MariaDB,server,136.3835300925926
15,CLOSED,MDExOlB1bGxSZXF1ZXN0ODA4Mzc4Mjc=,MDEV-7258 support TokuDB read free replication,https://github.com/MariaDB/server/pull/213,2016-08-10 17:51:40+00:00,2018-01-23T22:25:24Z,2018-01-17 09:01:08+00:00,{'edges': []},213,CONTRIBUTOR,prohaska7,,,48,33,18,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2016-08-17T06:49:52Z', 'updatedAt': '2016-08-17T06:49:52Z', 'url': 'https://github.com/MariaDB/server/pull/213#issuecomment-240327926', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-12-06T19:16:50Z', 'updatedAt': '2016-12-06T19:16:50Z', 'url': 'https://github.com/MariaDB/server/pull/213#issuecomment-265244387', 'author': {'login': 'jocel1'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-12-08T16:56:36Z', 'updatedAt': '2016-12-08T16:56:36Z', 'url': 'https://github.com/MariaDB/server/pull/213#issuecomment-265792504', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-10-19T23:32:18Z', 'updatedAt': '2017-10-19T23:32:18Z', 'url': 'https://github.com/MariaDB/server/pull/213#issuecomment-338066092', 'author': {'login': 'atopiler'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-12-31T08:49:40Z', 'updatedAt': '2017-12-31T08:49:40Z', 'url': 'https://github.com/MariaDB/server/pull/213#issuecomment-354592509', 'author': {'login': 'starinacool'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-01-02T12:21:03Z', 'updatedAt': '2018-01-02T12:21:03Z', 'url': 'https://github.com/MariaDB/server/pull/213#issuecomment-354755744', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-01-23T22:24:18Z', 'updatedAt': '2018-01-23T22:25:24Z', 'url': 'https://github.com/MariaDB/server/pull/213#issuecomment-359952131', 'author': {'login': 'jocel1'}}}]}",MariaDB,server,142.25578703703704
16,CLOSED,MDExOlB1bGxSZXF1ZXN0NzM4MzU0NjM=,MDEV-10194: use aligned malloc to CACHE_LINE_SIZE globally (10.2),https://github.com/MariaDB/server/pull/185,2016-06-15 00:26:21+00:00,2018-01-22T16:54:41Z,2017-08-31 09:59:31+00:00,{'edges': []},185,MEMBER,grooverdan,,,125,166,23,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2016-11-08T12:35:04Z', 'updatedAt': '2016-11-08T12:35:04Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-259125225', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-11-08T22:14:32Z', 'updatedAt': '2016-11-08T22:14:32Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-259276454', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-11-10T02:53:15Z', 'updatedAt': '2016-11-10T02:53:15Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-259589061', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-11-11T11:17:22Z', 'updatedAt': '2016-11-11T11:17:22Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-259936576', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-11-11T12:18:47Z', 'updatedAt': '2016-11-11T12:18:47Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-259945906', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-11-14T22:12:46Z', 'updatedAt': '2016-11-14T22:12:46Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-260480233', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-11-15T12:41:17Z', 'updatedAt': '2016-11-15T12:41:17Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-260630967', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-11-15T12:46:30Z', 'updatedAt': '2016-11-15T12:46:30Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-260631979', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-11-15T23:35:05Z', 'updatedAt': '2016-11-15T23:35:05Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-260805360', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-11-29T19:58:05Z', 'updatedAt': '2016-11-29T19:58:05Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-263680974', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-06-30T07:13:10Z', 'updatedAt': '2017-06-30T07:13:10Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-312193508', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-08-31T09:59:31Z', 'updatedAt': '2017-08-31T09:59:31Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-326249463', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-01-22T16:54:41Z', 'updatedAt': '2018-01-22T16:54:41Z', 'url': 'https://github.com/MariaDB/server/pull/185#issuecomment-359490399', 'author': {'login': 'svoj'}}}]}",MariaDB,server,198.9817013888889
17,CLOSED,MDExOlB1bGxSZXF1ZXN0NTMxNDkzNzM=,MDEV-9254 - 'truncate table' make server crash in sharding&ha configuration when wrapper is oracle,https://github.com/MariaDB/server/pull/129,2015-12-09 17:16:17+00:00,2017-08-31T14:50:24Z,2017-08-31 14:50:24+00:00,{'edges': []},129,CONTRIBUTOR,ChengXiaoZ,,,3,53,2,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-09T17:26:53Z', 'updatedAt': '2015-12-09T17:26:53Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-163331974', 'author': {'login': 'ChengXiaoZ'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-10T07:52:27Z', 'updatedAt': '2015-12-10T07:52:27Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-163526968', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-10T15:49:23Z', 'updatedAt': '2015-12-10T15:49:23Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-163666192', 'author': {'login': 'ChengXiaoZ'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-14T19:43:09Z', 'updatedAt': '2015-12-14T19:43:09Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-164538485', 'author': {'login': 'Kentoku'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-24T07:11:47Z', 'updatedAt': '2015-12-24T07:11:47Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-167059243', 'author': {'login': 'ChengXiaoZ'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-03-04T13:04:42Z', 'updatedAt': '2016-03-04T13:04:42Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-192275513', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-09-04T12:30:20Z', 'updatedAt': '2016-09-04T12:30:20Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-244600928', 'author': {'login': 'Kentoku'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-08-31T14:50:24Z', 'updatedAt': '2017-08-31T14:50:24Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-326319889', 'author': {'login': 'svoj'}}}]}",MariaDB,server,387.2803587962963
18,CLOSED,MDExOlB1bGxSZXF1ZXN0NTIwNjQyOTc=,MDEV-4674: Port daemon_memcached plugin to MariaDB (GSoC 2015),https://github.com/MariaDB/server/pull/126,2015-11-29 15:49:03+00:00,2017-04-25T14:28:29Z,2017-04-25 14:28:28+00:00,{'edges': []},126,NONE,piotrjurkiewicz,,,9,44584,271,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-01T11:30:42Z', 'updatedAt': '2015-12-01T11:30:42Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-160940817', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-04T14:19:09Z', 'updatedAt': '2015-12-04T14:19:09Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-161978471', 'author': {'login': 'piotrjurkiewicz'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-07T08:56:46Z', 'updatedAt': '2015-12-07T08:56:46Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-162452120', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-07T18:03:11Z', 'updatedAt': '2015-12-07T18:03:11Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-162609457', 'author': {'login': 'piotrjurkiewicz'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-04-20T13:38:33Z', 'updatedAt': '2017-04-20T13:38:33Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-295741574', 'author': {'login': 'vuvova'}}}]}",MariaDB,server,397.3409375
19,CLOSED,MDExOlB1bGxSZXF1ZXN0MjIzODg0Mjc=,mdev 6817,https://github.com/MariaDB/server/pull/13,2014-10-07 22:20:28+00:00,2019-09-04T07:22:12Z,2019-09-04 07:22:12+00:00,{'edges': []},13,NONE,rspadim,,,2,4,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:45Z', 'updatedAt': '2018-03-05T20:24:45Z', 'url': 'https://github.com/MariaDB/server/pull/13#issuecomment-370552679', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-05T13:00:57Z', 'updatedAt': '2019-06-05T13:01:29Z', 'url': 'https://github.com/MariaDB/server/pull/13#issuecomment-499072849', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-05T13:05:26Z', 'updatedAt': '2019-06-05T13:05:26Z', 'url': 'https://github.com/MariaDB/server/pull/13#issuecomment-499074511', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-04T07:22:12Z', 'updatedAt': '2019-09-04T07:22:12Z', 'url': 'https://github.com/MariaDB/server/pull/13#issuecomment-527777159', 'author': {'login': 'montywi'}}}]}",MariaDB,server,815.0691203703703
20,CLOSED,MDExOlB1bGxSZXF1ZXN0MjE2MjI4MDI=,MDEV 6766,https://github.com/MariaDB/server/pull/8,2014-09-23 03:00:41+00:00,2019-09-03T11:40:02Z,2019-09-03 11:40:02+00:00,{'edges': []},8,NONE,rspadim,,,9,47,5,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:49Z', 'updatedAt': '2018-03-05T20:24:49Z', 'url': 'https://github.com/MariaDB/server/pull/8#issuecomment-370552696', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-06-05T12:25:18Z', 'updatedAt': '2019-06-05T12:25:18Z', 'url': 'https://github.com/MariaDB/server/pull/8#issuecomment-499061117', 'author': {'login': 'sanja-byelkin'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-03T11:40:02Z', 'updatedAt': '2019-09-03T11:40:02Z', 'url': 'https://github.com/MariaDB/server/pull/8#issuecomment-527422122', 'author': {'login': 'sanja-byelkin'}}}]}",MariaDB,server,829.874525462963
21,CLOSED,MDExOlB1bGxSZXF1ZXN0MjE2MTAxNzk=,MDEV-6631 / MDEV-7132,https://github.com/MariaDB/server/pull/7,2014-09-22 21:23:37+00:00,2019-09-03T11:37:45Z,2019-09-03 11:37:45+00:00,{'edges': []},7,NONE,rspadim,,,12,58,3,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:53Z', 'updatedAt': '2018-03-05T20:24:53Z', 'url': 'https://github.com/MariaDB/server/pull/7#issuecomment-370552715', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-03T11:37:45Z', 'updatedAt': '2019-09-03T11:37:45Z', 'url': 'https://github.com/MariaDB/server/pull/7#issuecomment-527421462', 'author': {'login': 'sanja-byelkin'}}}]}",MariaDB,server,830.1085995370371
22,CLOSED,MDExOlB1bGxSZXF1ZXN0MTc1ODI3NTA=,Added Master_Host to the Replication information,https://github.com/MariaDB/server/pull/3,2014-06-25 10:39:29+00:00,2018-12-13T20:43:20Z,2018-12-13 20:43:20+00:00,{'edges': []},3,NONE,kahun,,,9,10,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2016-09-21T09:06:01Z', 'updatedAt': '2016-09-21T09:06:01Z', 'url': 'https://github.com/MariaDB/server/pull/3#issuecomment-248553933', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:55Z', 'updatedAt': '2018-03-05T20:24:55Z', 'url': 'https://github.com/MariaDB/server/pull/3#issuecomment-370552727', 'author': {'login': 'codership-jenkins'}}}]}",MariaDB,server,919.5559143518518
