,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,deletions,additions,changedFiles,comments,org,repo,openTimeDays
10,OPEN,MDExOlB1bGxSZXF1ZXN0NTIxNjg2MDQ1,My first Spanish translation,https://github.com/MariaDB/server/pull/1702,2020-11-16 14:07:50+00:00,2020-12-14T14:44:52Z,,{'edges': []},1702,FIRST_TIME_CONTRIBUTOR,jesusaplsoftware,,,607,1513,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-11-16T14:07:53Z', 'updatedAt': '2020-11-16T14:18:16Z', 'url': 'https://github.com/MariaDB/server/pull/1702#issuecomment-728077691', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-11-16T14:58:23Z', 'updatedAt': '2020-11-16T14:58:23Z', 'url': 'https://github.com/MariaDB/server/pull/1702#issuecomment-728115426', 'author': {'login': 'jesusaplsoftware'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-12-14T14:44:33Z', 'updatedAt': '2020-12-14T14:44:52Z', 'url': 'https://github.com/MariaDB/server/pull/1702#issuecomment-744487328', 'author': {'login': 'iangilfillan'}}}]}",MariaDB,server,44.41122685185185
11,OPEN,MDExOlB1bGxSZXF1ZXN0NTExNzcyMzY0,Update description of mariadb-common package,https://github.com/MariaDB/server/pull/1690,2020-10-28 19:02:44+00:00,2020-10-30T09:05:08Z,,{'edges': []},1690,CONTRIBUTOR,an3l,,,2,2,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-10-28T19:02:49Z', 'updatedAt': '2020-10-28T19:16:45Z', 'url': 'https://github.com/MariaDB/server/pull/1690#issuecomment-718145096', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server,63.206435185185185
12,OPEN,MDExOlB1bGxSZXF1ZXN0NTExNDEyNTY4,MDEV-9905 Redolog for NVDIMM in MariaDB,https://github.com/MariaDB/server/pull/1689,2020-10-28 09:43:27+00:00,2020-11-19T15:05:49Z,,{'edges': [{'node': {'name': 'license-mca'}}]},1689,FIRST_TIME_CONTRIBUTOR,msunshinelxl,,,0,521,13,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-10-28T09:43:32Z', 'updatedAt': '2020-10-28T09:43:32Z', 'url': 'https://github.com/MariaDB/server/pull/1689#issuecomment-717817106', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-10-28T09:59:00Z', 'updatedAt': '2020-10-28T09:59:00Z', 'url': 'https://github.com/MariaDB/server/pull/1689#issuecomment-717825498', 'author': {'login': 'msunshinelxl'}}}]}",MariaDB,server,63.59482638888889
13,OPEN,MDExOlB1bGxSZXF1ZXN0NTAzMTk4NDU5,Create GOVERNANCE.md,https://github.com/MariaDB/server/pull/1680,2020-10-14 08:19:31+00:00,2020-10-21T10:39:27Z,,{'edges': []},1680,FIRST_TIME_CONTRIBUTOR,kajarnocom,,,0,9,1,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-10-14T08:40:47Z', 'updatedAt': '2020-10-14T08:40:47Z', 'url': 'https://github.com/MariaDB/server/pull/1680#issuecomment-708253475', 'author': {'login': 'ericherman'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-10-14T22:53:46Z', 'updatedAt': '2020-10-14T22:53:46Z', 'url': 'https://github.com/MariaDB/server/pull/1680#issuecomment-708702518', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-10-14T22:57:06Z', 'updatedAt': '2020-10-14T22:57:06Z', 'url': 'https://github.com/MariaDB/server/pull/1680#issuecomment-708703513', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-10-21T10:39:27Z', 'updatedAt': '2020-10-21T10:39:27Z', 'url': 'https://github.com/MariaDB/server/pull/1680#issuecomment-713477488', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server,77.65311342592592
14,OPEN,MDExOlB1bGxSZXF1ZXN0NTAzMTk0MTU5,Add pointer to GOVERNANCE,https://github.com/MariaDB/server/pull/1679,2020-10-14 08:11:43+00:00,2020-10-14T09:04:14Z,,{'edges': []},1679,FIRST_TIME_CONTRIBUTOR,kajarnocom,,,0,1,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-10-14T08:11:47Z', 'updatedAt': '2020-10-14T08:12:42Z', 'url': 'https://github.com/MariaDB/server/pull/1679#issuecomment-708238094', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server,77.6585300925926
15,OPEN,MDExOlB1bGxSZXF1ZXN0NTAwMDEyOTU4,MDEV-23910: build warnings and errors on mac OS,https://github.com/MariaDB/server/pull/1676,2020-10-08 15:34:38+00:00,2020-10-25T16:48:48Z,,{'edges': [{'node': {'name': 'license-mca'}}]},1676,FIRST_TIME_CONTRIBUTOR,ericawithlove208,,,15,20,2,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-10-08T15:35:56Z', 'updatedAt': '2020-10-08T15:40:28Z', 'url': 'https://github.com/MariaDB/server/pull/1676#issuecomment-705651804', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-10-16T18:03:45Z', 'updatedAt': '2020-10-16T18:03:45Z', 'url': 'https://github.com/MariaDB/server/pull/1676#issuecomment-710333812', 'author': {'login': 'Shelnutt2'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-10-25T16:48:47Z', 'updatedAt': '2020-10-25T16:48:47Z', 'url': 'https://github.com/MariaDB/server/pull/1676#issuecomment-716177085', 'author': {'login': 'Shelnutt2'}}}]}",MariaDB,server,83.35094907407408
16,OPEN,MDExOlB1bGxSZXF1ZXN0NDk5Nzg2NTQy,MDEV-21910 backporting 10.4 fixes for BF abort vs manual kill,https://github.com/MariaDB/server/pull/1675,2020-10-08 09:31:12+00:00,2020-10-27T08:33:57Z,,{'edges': []},1675,CONTRIBUTOR,sjaakola,,,7,127,14,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-10-26T06:49:21Z', 'updatedAt': '2020-10-26T06:49:21Z', 'url': 'https://github.com/MariaDB/server/pull/1675#issuecomment-716343241', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-10-26T07:33:28Z', 'updatedAt': '2020-10-26T07:33:28Z', 'url': 'https://github.com/MariaDB/server/pull/1675#issuecomment-716365962', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server,83.60333333333334
17,OPEN,MDExOlB1bGxSZXF1ZXN0NDk3MzkyMzI2,MDEV-23077: flashbacking the update/delete + join statements has some bugs,https://github.com/MariaDB/server/pull/1674,2020-10-04 07:49:21+00:00,2020-12-11T11:01:01Z,,{'edges': []},1674,FIRST_TIME_CONTRIBUTOR,lukexwang,,,28,566,3,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-10-04T07:49:27Z', 'updatedAt': '2020-11-16T14:09:43Z', 'url': 'https://github.com/MariaDB/server/pull/1674#issuecomment-703217441', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-10-04T07:50:31Z', 'updatedAt': '2020-10-04T07:50:31Z', 'url': 'https://github.com/MariaDB/server/pull/1674#issuecomment-703217543', 'author': {'login': 'lukexwang'}}}]}",MariaDB,server,87.6740625
18,OPEN,MDExOlB1bGxSZXF1ZXN0NDgxNjkyNDcy,MDEV-6536 make --bind=hostname to listen on both IPv6 and IPv4 addresses,https://github.com/MariaDB/server/pull/1668,2020-09-08 00:05:47+00:00,2020-12-23T16:56:50Z,,{'edges': []},1668,CONTRIBUTOR,i-rinat,,,222,265,10,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-09-08T12:49:11Z', 'updatedAt': '2020-09-08T12:49:11Z', 'url': 'https://github.com/MariaDB/server/pull/1668#issuecomment-688843854', 'author': {'login': 'i-rinat'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-09-10T12:28:32Z', 'updatedAt': '2020-09-10T12:28:32Z', 'url': 'https://github.com/MariaDB/server/pull/1668#issuecomment-690247840', 'author': {'login': 'i-rinat'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-10-10T05:16:44Z', 'updatedAt': '2020-10-10T05:16:44Z', 'url': 'https://github.com/MariaDB/server/pull/1668#issuecomment-706490254', 'author': {'login': 'brad0'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-11-07T19:40:16Z', 'updatedAt': '2020-11-07T19:40:16Z', 'url': 'https://github.com/MariaDB/server/pull/1668#issuecomment-723486093', 'author': {'login': 'i-rinat'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-12-23T16:56:50Z', 'updatedAt': '2020-12-23T16:56:50Z', 'url': 'https://github.com/MariaDB/server/pull/1668#issuecomment-750386991', 'author': {'login': 'vuvova'}}}]}",MariaDB,server,113.9959837962963
19,OPEN,MDExOlB1bGxSZXF1ZXN0NDgwODg2Mzk2,MDEV-12933: Sort out the compression library chaos,https://github.com/MariaDB/server/pull/1667,2020-09-06 20:37:03+00:00,2020-09-10T17:57:34Z,,{'edges': []},1667,FIRST_TIME_CONTRIBUTOR,KartikSoneji,,,21,4549,56,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-09-06T20:37:10Z', 'updatedAt': '2020-09-06T20:42:23Z', 'url': 'https://github.com/MariaDB/server/pull/1667#issuecomment-687895198', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server,115.1409375
20,OPEN,MDExOlB1bGxSZXF1ZXN0NDc0NTk0MjE4,Bugfix: Trim() with remove_str Fails when Using Spider Storage Engine,https://github.com/MariaDB/server/pull/1662,2020-08-27 10:08:05+00:00,2020-08-28T08:20:00Z,,{'edges': [{'node': {'name': 'license-mca'}}]},1662,FIRST_TIME_CONTRIBUTOR,yongxin-xu,,,0,404,4,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-08-27T10:08:09Z', 'updatedAt': '2020-08-27T10:11:05Z', 'url': 'https://github.com/MariaDB/server/pull/1662#issuecomment-681855247', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-08-28T06:14:53Z', 'updatedAt': '2020-08-28T06:16:17Z', 'url': 'https://github.com/MariaDB/server/pull/1662#issuecomment-682347070', 'author': {'login': 'willhan123'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-08-28T08:20:00Z', 'updatedAt': '2020-08-28T08:20:00Z', 'url': 'https://github.com/MariaDB/server/pull/1662#issuecomment-682395565', 'author': {'login': 'yongxin-xu'}}}]}",MariaDB,server,125.57771990740741
21,OPEN,MDExOlB1bGxSZXF1ZXN0NDY4MDU5ODQz, MDEV-23485: Change table to merge engine may cause table data lost.,https://github.com/MariaDB/server/pull/1651,2020-08-14 15:55:17+00:00,2020-12-26T10:15:56Z,,{'edges': []},1651,FIRST_TIME_CONTRIBUTOR,zbdba,,,15,61,7,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-08-15T00:24:01Z', 'updatedAt': '2020-08-15T00:24:01Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-674320220', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-08-15T04:51:41Z', 'updatedAt': '2020-08-15T04:51:41Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-674348881', 'author': {'login': 'zbdba'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-08-15T05:59:34Z', 'updatedAt': '2020-08-15T05:59:34Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-674354612', 'author': {'login': 'zbdba'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-08-17T00:00:06Z', 'updatedAt': '2020-08-17T00:00:06Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-674595771', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-08-17T14:21:18Z', 'updatedAt': '2020-08-17T14:21:18Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-674911005', 'author': {'login': 'zbdba'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-08-20T05:14:12Z', 'updatedAt': '2020-08-20T05:14:12Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-677097945', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-08-22T12:56:40Z', 'updatedAt': '2020-08-22T13:03:02Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-678637838', 'author': {'login': 'zbdba'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-08-24T00:21:10Z', 'updatedAt': '2020-08-24T00:21:10Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-678845995', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-08-24T09:57:43Z', 'updatedAt': '2020-08-24T09:57:43Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-679031842', 'author': {'login': 'zbdba'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-09-01T07:04:52Z', 'updatedAt': '2020-09-01T07:04:52Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-684501446', 'author': {'login': 'zbdba'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-09-01T13:21:31Z', 'updatedAt': '2020-09-01T13:21:31Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-684848677', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-09-01T15:40:24Z', 'updatedAt': '2020-09-01T15:40:24Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-684946802', 'author': {'login': 'zbdba'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-10-05T00:48:32Z', 'updatedAt': '2020-10-05T00:48:32Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-703342229', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-12-22T02:29:38Z', 'updatedAt': '2020-12-22T02:29:38Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-749302282', 'author': {'login': 'zbdba'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-12-22T11:50:45Z', 'updatedAt': '2020-12-22T11:52:07Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-749502571', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-12-26T10:15:56Z', 'updatedAt': '2020-12-26T10:15:56Z', 'url': 'https://github.com/MariaDB/server/pull/1651#issuecomment-751341551', 'author': {'login': 'zbdba'}}}]}",MariaDB,server,138.3366087962963
22,OPEN,MDExOlB1bGxSZXF1ZXN0NDY0ODAyNDIz,Deb: Refactor autopkgtests,https://github.com/MariaDB/server/pull/1647,2020-08-07 20:27:59+00:00,2020-12-26T09:59:37Z,,{'edges': []},1647,CONTRIBUTOR,ottok,,,7,29,2,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-12-20T21:38:07Z', 'updatedAt': '2020-12-20T21:38:07Z', 'url': 'https://github.com/MariaDB/server/pull/1647#issuecomment-748674251', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-12-21T11:49:58Z', 'updatedAt': '2020-12-21T11:49:58Z', 'url': 'https://github.com/MariaDB/server/pull/1647#issuecomment-748933992', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-12-26T09:59:37Z', 'updatedAt': '2020-12-26T09:59:37Z', 'url': 'https://github.com/MariaDB/server/pull/1647#issuecomment-751340405', 'author': {'login': 'ottok'}}}]}",MariaDB,server,145.1472337962963
