,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,deletions,additions,changedFiles,comments,org,repo,openTimeDays
0,CLOSED,MDExOlB1bGxSZXF1ZXN0NTQ4MDMzMTI=,MDEV-9346 - The federatedx and spider engine make mysqld crash when they are configured withtout username,https://github.com/MariaDB/server/pull/138,2015-12-30 14:29:02+00:00,2016-02-16T14:45:47Z,2016-02-16 14:45:47+00:00,{'edges': []},138,CONTRIBUTOR,ChengXiaoZ,,,1,1,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-30T14:38:49Z', 'updatedAt': '2015-12-30T14:38:49Z', 'url': 'https://github.com/MariaDB/server/pull/138#issuecomment-168012391', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-31T01:56:04Z', 'updatedAt': '2015-12-31T01:56:04Z', 'url': 'https://github.com/MariaDB/server/pull/138#issuecomment-168109640', 'author': {'login': 'ChengXiaoZ'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-02-16T14:45:47Z', 'updatedAt': '2016-02-16T14:45:47Z', 'url': 'https://github.com/MariaDB/server/pull/138#issuecomment-184708289', 'author': {'login': 'svoj'}}}]}",MariaDB,server,0.3965046296296296
1,CLOSED,MDExOlB1bGxSZXF1ZXN0NTQ2MjI5ODc=,MDEV-9259 - Add missing mroonga files to Debian packaging in 10.1,https://github.com/MariaDB/server/pull/137,2015-12-27 19:58:38+00:00,2016-02-29T21:13:15Z,2016-01-24 15:04:58+00:00,{'edges': []},137,CONTRIBUTOR,ottok,,,0,3,1,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-01-24T15:05:07Z', 'updatedAt': '2016-01-24T15:05:07Z', 'url': 'https://github.com/MariaDB/server/pull/137#issuecomment-174307071', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-02-29T21:13:15Z', 'updatedAt': '2016-02-29T21:13:15Z', 'url': 'https://github.com/MariaDB/server/pull/137#issuecomment-190398669', 'author': {'login': 'ottok'}}}]}",MariaDB,server,3.167615740740741
2,CLOSED,MDExOlB1bGxSZXF1ZXN0NTQxNTEzNTI=,MDEV-9564 - added s390x to lib64 INSTALL_LIBDIR handling,https://github.com/MariaDB/server/pull/136,2015-12-18 21:21:57+00:00,2016-02-18T10:14:57Z,2016-02-18 10:14:57+00:00,{'edges': []},136,NONE,kolbe,,,1,1,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-22T09:35:26Z', 'updatedAt': '2015-12-22T09:35:37Z', 'url': 'https://github.com/MariaDB/server/pull/136#issuecomment-166566550', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-30T19:06:15Z', 'updatedAt': '2015-12-30T19:06:15Z', 'url': 'https://github.com/MariaDB/server/pull/136#issuecomment-168057100', 'author': {'login': 'kolbe'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-02-18T10:14:57Z', 'updatedAt': '2016-02-18T10:14:57Z', 'url': 'https://github.com/MariaDB/server/pull/136#issuecomment-185638991', 'author': {'login': 'svoj'}}}]}",MariaDB,server,12.109756944444445
3,CLOSED,MDExOlB1bGxSZXF1ZXN0NTQwMzIwNDI=,MDEV-8789 Implement non-recursive common table expressions,https://github.com/MariaDB/server/pull/134,2015-12-17 21:10:36+00:00,2016-03-22T15:06:23Z,2016-03-22 15:06:22+00:00,{'edges': []},134,CONTRIBUTOR,shagalla,,,30,2070,19,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-18T10:06:38Z', 'updatedAt': '2015-12-18T10:06:38Z', 'url': 'https://github.com/MariaDB/server/pull/134#issuecomment-165736841', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-03-22T15:06:22Z', 'updatedAt': '2016-03-22T15:06:22Z', 'url': 'https://github.com/MariaDB/server/pull/134#issuecomment-199856838', 'author': {'login': 'svoj'}}}]}",MariaDB,server,13.117638888888889
4,CLOSED,MDExOlB1bGxSZXF1ZXN0NTM0NzI5ODI=,MDEV-9303 - SphinxSE: add support for json filtering,https://github.com/MariaDB/server/pull/131,2015-12-12 09:54:45+00:00,2016-02-22T11:56:29Z,2016-02-22 11:56:29+00:00,{'edges': []},131,CONTRIBUTOR,ohwgiles,,,7,54,4,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-18T09:56:18Z', 'updatedAt': '2015-12-18T09:56:18Z', 'url': 'https://github.com/MariaDB/server/pull/131#issuecomment-165734203', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-02-16T15:14:40Z', 'updatedAt': '2016-02-16T15:14:40Z', 'url': 'https://github.com/MariaDB/server/pull/131#issuecomment-184722896', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-02-17T08:24:12Z', 'updatedAt': '2016-02-17T08:24:12Z', 'url': 'https://github.com/MariaDB/server/pull/131#issuecomment-185092000', 'author': {'login': 'ohwgiles'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-02-22T11:56:29Z', 'updatedAt': '2016-02-22T11:56:29Z', 'url': 'https://github.com/MariaDB/server/pull/131#issuecomment-187141431', 'author': {'login': 'vaintroub'}}}]}",MariaDB,server,18.586979166666666
5,CLOSED,MDExOlB1bGxSZXF1ZXN0NTMyMTkwODg=,MDEV-9257: Increase limit on parallel workers in mysql-test-run,https://github.com/MariaDB/server/pull/130,2015-12-10 06:04:01+00:00,2016-06-28T00:21:10Z,2016-06-27 18:45:23+00:00,{'edges': []},130,MEMBER,grooverdan,,,1,4,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-10T07:58:22Z', 'updatedAt': '2015-12-10T07:58:22Z', 'url': 'https://github.com/MariaDB/server/pull/130#issuecomment-163527738', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-06-27T15:50:54Z', 'updatedAt': '2016-06-27T15:50:54Z', 'url': 'https://github.com/MariaDB/server/pull/130#issuecomment-228787682', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-06-27T18:45:23Z', 'updatedAt': '2016-06-27T18:45:23Z', 'url': 'https://github.com/MariaDB/server/pull/130#issuecomment-228837865', 'author': {'login': 'cvicentiu'}}}]}",MariaDB,server,20.747210648148148
6,CLOSED,MDExOlB1bGxSZXF1ZXN0NTMxNDkzNzM=,MDEV-9254 - 'truncate table' make server crash in sharding&ha configuration when wrapper is oracle,https://github.com/MariaDB/server/pull/129,2015-12-09 17:16:17+00:00,2017-08-31T14:50:24Z,2017-08-31 14:50:24+00:00,{'edges': []},129,CONTRIBUTOR,ChengXiaoZ,,,3,53,2,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-09T17:26:53Z', 'updatedAt': '2015-12-09T17:26:53Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-163331974', 'author': {'login': 'ChengXiaoZ'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-10T07:52:27Z', 'updatedAt': '2015-12-10T07:52:27Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-163526968', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-10T15:49:23Z', 'updatedAt': '2015-12-10T15:49:23Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-163666192', 'author': {'login': 'ChengXiaoZ'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-14T19:43:09Z', 'updatedAt': '2015-12-14T19:43:09Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-164538485', 'author': {'login': 'Kentoku'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-12-24T07:11:47Z', 'updatedAt': '2015-12-24T07:11:47Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-167059243', 'author': {'login': 'ChengXiaoZ'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-03-04T13:04:42Z', 'updatedAt': '2016-03-04T13:04:42Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-192275513', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-09-04T12:30:20Z', 'updatedAt': '2016-09-04T12:30:20Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-244600928', 'author': {'login': 'Kentoku'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-08-31T14:50:24Z', 'updatedAt': '2017-08-31T14:50:24Z', 'url': 'https://github.com/MariaDB/server/pull/129#issuecomment-326319889', 'author': {'login': 'svoj'}}}]}",MariaDB,server,21.280358796296298
7,CLOSED,MDExOlB1bGxSZXF1ZXN0NTI4ODYyOTA=,MDEV-9258 - Add omitted QUERY_DCL option to variable comment,https://github.com/MariaDB/server/pull/128,2015-12-07 19:05:50+00:00,2016-02-14T19:28:36Z,2016-02-14 19:28:36+00:00,{'edges': []},128,CONTRIBUTOR,iangilfillan,,,0,0,0,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-10T07:39:37Z', 'updatedAt': '2015-12-10T07:40:13Z', 'url': 'https://github.com/MariaDB/server/pull/128#issuecomment-163524348', 'author': {'login': 'svoj'}}}]}",MariaDB,server,23.20428240740741
8,CLOSED,MDExOlB1bGxSZXF1ZXN0NTIwNjQyOTc=,MDEV-4674: Port daemon_memcached plugin to MariaDB (GSoC 2015),https://github.com/MariaDB/server/pull/126,2015-11-29 15:49:03+00:00,2017-04-25T14:28:29Z,2017-04-25 14:28:28+00:00,{'edges': []},126,NONE,piotrjurkiewicz,,,9,44584,271,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-01T11:30:42Z', 'updatedAt': '2015-12-01T11:30:42Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-160940817', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-04T14:19:09Z', 'updatedAt': '2015-12-04T14:19:09Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-161978471', 'author': {'login': 'piotrjurkiewicz'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-07T08:56:46Z', 'updatedAt': '2015-12-07T08:56:46Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-162452120', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-12-07T18:03:11Z', 'updatedAt': '2015-12-07T18:03:11Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-162609457', 'author': {'login': 'piotrjurkiewicz'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-04-20T13:38:33Z', 'updatedAt': '2017-04-20T13:38:33Z', 'url': 'https://github.com/MariaDB/server/pull/126#issuecomment-295741574', 'author': {'login': 'vuvova'}}}]}",MariaDB,server,31.3409375
9,CLOSED,MDExOlB1bGxSZXF1ZXN0NTE2MzU1MDE=,MDEV-9185 - Integrate with Travis-CI for easier and more automatic QA,https://github.com/MariaDB/server/pull/122,2015-11-24 09:36:21+00:00,2016-08-18T08:50:56Z,2016-08-18 08:50:56+00:00,{'edges': []},122,CONTRIBUTOR,ottok,,,16,73,3,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2015-11-25T09:20:38Z', 'updatedAt': '2015-11-25T09:20:38Z', 'url': 'https://github.com/MariaDB/server/pull/122#issuecomment-159545434', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-04-09T18:41:35Z', 'updatedAt': '2016-04-09T18:41:35Z', 'url': 'https://github.com/MariaDB/server/pull/122#issuecomment-207828429', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-08-18T08:50:56Z', 'updatedAt': '2016-08-18T08:50:56Z', 'url': 'https://github.com/MariaDB/server/pull/122#issuecomment-240662710', 'author': {'login': 'svoj'}}}]}",MariaDB,server,36.599756944444444
10,CLOSED,MDExOlB1bGxSZXF1ZXN0NDc1MDI3Nzg=,MDEV-9022 - New authentication plugin for authentication via named pipe,https://github.com/MariaDB/server/pull/103,2015-10-13 08:15:49+00:00,2016-01-27T15:40:11Z,2016-01-27 15:40:11+00:00,{'edges': []},103,CONTRIBUTOR,9EOR9,,,0,145,2,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2015-10-23T10:23:04Z', 'updatedAt': '2015-10-23T10:23:04Z', 'url': 'https://github.com/MariaDB/server/pull/103#issuecomment-150536955', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-10-27T12:56:42Z', 'updatedAt': '2015-10-27T12:56:42Z', 'url': 'https://github.com/MariaDB/server/pull/103#issuecomment-151484745', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-01-27T15:40:07Z', 'updatedAt': '2016-01-27T15:40:07Z', 'url': 'https://github.com/MariaDB/server/pull/103#issuecomment-175693752', 'author': {'login': 'vaintroub'}}}]}",MariaDB,server,78.65568287037037
11,CLOSED,MDExOlB1bGxSZXF1ZXN0NDMxNjYyNjU=,Fix segfault with musl libc due to bad use of strerror_r,https://github.com/MariaDB/server/pull/93,2015-08-24 11:51:06+00:00,2016-02-17T18:39:54Z,2016-02-17 18:39:54+00:00,{'edges': []},93,CONTRIBUTOR,ncopa,,,5,1,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2016-02-17T18:39:54Z', 'updatedAt': '2016-02-17T18:39:54Z', 'url': 'https://github.com/MariaDB/server/pull/93#issuecomment-185341877', 'author': {'login': 'svoj'}}}]}",MariaDB,server,128.50618055555555
12,CLOSED,MDExOlB1bGxSZXF1ZXN0NDIxMDA1ODg=,MDEV-9731 - Fix a memory leak in handlersocket and a cleanup bug,https://github.com/MariaDB/server/pull/91,2015-08-11 07:38:39+00:00,2016-03-18T10:35:35Z,2016-03-18 10:35:35+00:00,{'edges': []},91,CONTRIBUTOR,ahiguti,,,1,2,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2016-02-17T18:47:59Z', 'updatedAt': '2016-02-17T18:47:59Z', 'url': 'https://github.com/MariaDB/server/pull/91#issuecomment-185344961', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2016-02-17T20:09:03Z', 'updatedAt': '2016-02-17T20:09:03Z', 'url': 'https://github.com/MariaDB/server/pull/91#issuecomment-185381401', 'author': {'login': 'ahiguti'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-03-18T10:35:35Z', 'updatedAt': '2016-03-18T10:35:35Z', 'url': 'https://github.com/MariaDB/server/pull/91#issuecomment-198299422', 'author': {'login': 'svoj'}}}]}",MariaDB,server,141.68149305555556
13,CLOSED,MDExOlB1bGxSZXF1ZXN0Mzk3NTcxMDg=,MDEV-6262 Add travis-ci configuration,https://github.com/MariaDB/server/pull/84,2015-07-12 05:22:50+00:00,2016-08-18T08:54:25Z,2016-08-18 08:54:25+00:00,{'edges': []},84,MEMBER,grooverdan,,,0,278,3,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2015-07-14T13:07:17Z', 'updatedAt': '2015-07-14T13:07:17Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-121233480', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-07-14T14:31:17Z', 'updatedAt': '2015-07-14T14:31:17Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-121255720', 'author': {'login': 'ChasonTang'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2015-07-14T14:59:32Z', 'updatedAt': '2015-07-14T14:59:32Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-121273076', 'author': {'login': 'ChasonTang'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-11-08T10:12:10Z', 'updatedAt': '2015-11-08T10:12:10Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-154797215', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2015-11-08T10:36:18Z', 'updatedAt': '2015-11-08T10:36:18Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-154802522', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-11-08T10:37:58Z', 'updatedAt': '2015-11-08T10:37:58Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-154802576', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2015-11-08T10:48:55Z', 'updatedAt': '2015-11-08T10:48:55Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-154803264', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-11-10T21:07:36Z', 'updatedAt': '2015-11-10T21:07:36Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-155566106', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2015-11-10T22:44:42Z', 'updatedAt': '2015-11-10T22:44:42Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-155591736', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2015-11-11T09:24:27Z', 'updatedAt': '2015-11-11T09:24:27Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-155712848', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-08-18T08:54:25Z', 'updatedAt': '2016-08-18T08:54:25Z', 'url': 'https://github.com/MariaDB/server/pull/84#issuecomment-240663482', 'author': {'login': 'svoj'}}}]}",MariaDB,server,171.77581018518518
14,CLOSED,MDExOlB1bGxSZXF1ZXN0MzM3ODc4ODg=,MDEV-7967: segfault after (re-)moving audit log file,https://github.com/MariaDB/server/pull/46,2015-04-21 18:08:46+00:00,2016-02-02T06:39:08Z,2016-02-02 06:39:08+00:00,{'edges': []},46,NONE,h0nIg,,,1,5,1,{'edges': []},MariaDB,server,253.24391203703703
