,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,deletions,additions,changedFiles,comments,org,repo,openTimeDays
10,CLOSED,MDExOlB1bGxSZXF1ZXN0MTU2NjE0MjAw,"MDEV-14617 - mysql_install_db{.sh}: if no basedir set, use CMAKE_INSTALL_PREFIX as basedir",https://github.com/MariaDB/server/pull/508,2017-12-06 00:51:31+00:00,2018-04-11T09:54:18Z,2018-04-11 09:54:18+00:00,{'edges': []},508,MEMBER,grooverdan,,,26,40,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2017-12-11T11:46:11Z', 'updatedAt': '2017-12-11T11:46:11Z', 'url': 'https://github.com/MariaDB/server/pull/508#issuecomment-350701781', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:18Z', 'updatedAt': '2018-03-05T20:24:18Z', 'url': 'https://github.com/MariaDB/server/pull/508#issuecomment-370552531', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-04-11T09:54:18Z', 'updatedAt': '2018-04-11T09:54:18Z', 'url': 'https://github.com/MariaDB/server/pull/508#issuecomment-380395679', 'author': {'login': 'vuvova'}}}]}",MariaDB,server,24.964224537037037
11,CLOSED,MDExOlB1bGxSZXF1ZXN0MTU1Nzg0OTU0,travis: backport 10.3 changes,https://github.com/MariaDB/server/pull/505,2017-12-01 05:18:51+00:00,2019-06-04T08:40:29Z,2019-06-04 08:40:29+00:00,{'edges': []},505,MEMBER,grooverdan,,,111,102,4,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2017-12-01T05:36:00Z', 'updatedAt': '2017-12-01T05:36:00Z', 'url': 'https://github.com/MariaDB/server/pull/505#issuecomment-348405993', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-12-01T05:45:46Z', 'updatedAt': '2017-12-01T05:45:46Z', 'url': 'https://github.com/MariaDB/server/pull/505#issuecomment-348407120', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-12-01T06:30:30Z', 'updatedAt': '2017-12-01T06:30:30Z', 'url': 'https://github.com/MariaDB/server/pull/505#issuecomment-348413088', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:19Z', 'updatedAt': '2018-03-05T20:24:19Z', 'url': 'https://github.com/MariaDB/server/pull/505#issuecomment-370552541', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-07-01T22:10:49Z', 'updatedAt': '2018-07-01T22:10:49Z', 'url': 'https://github.com/MariaDB/server/pull/505#issuecomment-401636872', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-08-21T23:26:23Z', 'updatedAt': '2018-08-21T23:26:23Z', 'url': 'https://github.com/MariaDB/server/pull/505#issuecomment-414853998', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-05-22T07:46:00Z', 'updatedAt': '2019-05-22T07:46:00Z', 'url': 'https://github.com/MariaDB/server/pull/505#issuecomment-494692129', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-06-04T08:40:29Z', 'updatedAt': '2019-06-04T08:40:29Z', 'url': 'https://github.com/MariaDB/server/pull/505#issuecomment-498579049', 'author': {'login': 'svoj'}}}]}",MariaDB,server,29.77857638888889
12,CLOSED,MDExOlB1bGxSZXF1ZXN0MTU0NjI3NzE4,FreeBSD/clang fixes.,https://github.com/MariaDB/server/pull/504,2017-11-25 07:16:00+00:00,2020-07-31T21:42:52Z,2020-07-29 03:23:35+00:00,{'edges': []},504,CONTRIBUTOR,devnexen,,,2,5,3,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-11-25T12:30:32Z', 'updatedAt': '2017-11-25T12:30:32Z', 'url': 'https://github.com/MariaDB/server/pull/504#issuecomment-346937785', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-25T12:45:45Z', 'updatedAt': '2017-11-25T12:45:45Z', 'url': 'https://github.com/MariaDB/server/pull/504#issuecomment-346938502', 'author': {'login': 'devnexen'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-11-25T13:58:59Z', 'updatedAt': '2017-11-25T13:58:59Z', 'url': 'https://github.com/MariaDB/server/pull/504#issuecomment-346942173', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-11-29T15:37:16Z', 'updatedAt': '2017-11-29T15:37:16Z', 'url': 'https://github.com/MariaDB/server/pull/504#issuecomment-347898471', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:21Z', 'updatedAt': '2018-03-05T20:24:21Z', 'url': 'https://github.com/MariaDB/server/pull/504#issuecomment-370552552', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-31T21:42:52Z', 'updatedAt': '2020-07-31T21:42:52Z', 'url': 'https://github.com/MariaDB/server/pull/504#issuecomment-667394063', 'author': {'login': 'devnexen'}}}]}",MariaDB,server,35.69722222222222
13,MERGED,MDExOlB1bGxSZXF1ZXN0MTUzMTg1ODk1,MDEV-15838 - item_cmp_type: simplier for a faster codepath,https://github.com/MariaDB/server/pull/498,2017-11-17 00:23:12+00:00,2018-08-22T06:52:52Z,2018-08-22 06:39:31+00:00,{'edges': []},498,MEMBER,grooverdan,{'login': 'cvicentiu'},{'oid': '064ba8cc9f429fbf403f8d2c564e5f59f6799df9'},6,4,1,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-12-05T10:05:51Z', 'updatedAt': '2017-12-05T10:05:51Z', 'url': 'https://github.com/MariaDB/server/pull/498#issuecomment-349256266', 'author': {'login': 'cvicentiu'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-01-17T08:31:41Z', 'updatedAt': '2018-01-17T09:11:30Z', 'url': 'https://github.com/MariaDB/server/pull/498#issuecomment-358232895', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-02-04T11:55:52Z', 'updatedAt': '2018-02-04T11:55:52Z', 'url': 'https://github.com/MariaDB/server/pull/498#issuecomment-362901254', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-02-25T04:29:05Z', 'updatedAt': '2018-02-25T04:29:05Z', 'url': 'https://github.com/MariaDB/server/pull/498#issuecomment-368282400', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:23Z', 'updatedAt': '2018-03-05T20:24:23Z', 'url': 'https://github.com/MariaDB/server/pull/498#issuecomment-370552565', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-04-06T05:11:55Z', 'updatedAt': '2018-04-06T05:11:55Z', 'url': 'https://github.com/MariaDB/server/pull/498#issuecomment-379149818', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-08-22T06:52:51Z', 'updatedAt': '2018-08-22T06:52:51Z', 'url': 'https://github.com/MariaDB/server/pull/498#issuecomment-414930379', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server,43.98388888888889
14,CLOSED,MDExOlB1bGxSZXF1ZXN0MTUyOTgwMDkw,Plugins to limit binlog sending/receiving speed.,https://github.com/MariaDB/server/pull/496,2017-11-16 08:41:43+00:00,2019-09-20T06:48:27Z,2019-09-20 06:48:27+00:00,{'edges': [{'node': {'name': 'license-mca'}}]},496,NONE,klaywang,,,0,1360,9,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2017-11-16T08:43:30Z', 'updatedAt': '2017-11-16T08:43:30Z', 'url': 'https://github.com/MariaDB/server/pull/496#issuecomment-344853716', 'author': {'login': 'klaywang'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-28T13:18:55Z', 'updatedAt': '2017-11-28T13:18:55Z', 'url': 'https://github.com/MariaDB/server/pull/496#issuecomment-347520865', 'author': {'login': 'montywi'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-11-30T15:00:08Z', 'updatedAt': '2017-11-30T15:00:08Z', 'url': 'https://github.com/MariaDB/server/pull/496#issuecomment-348213233', 'author': {'login': 'felixliang'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-11-30T15:45:15Z', 'updatedAt': '2017-11-30T15:45:15Z', 'url': 'https://github.com/MariaDB/server/pull/496#issuecomment-348227641', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:25Z', 'updatedAt': '2018-03-05T20:24:25Z', 'url': 'https://github.com/MariaDB/server/pull/496#issuecomment-370552581', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-12T14:04:55Z', 'updatedAt': '2019-09-12T14:04:55Z', 'url': 'https://github.com/MariaDB/server/pull/496#issuecomment-530841855', 'author': {'login': 'andrelkin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-09-20T06:48:27Z', 'updatedAt': '2019-09-20T06:48:27Z', 'url': 'https://github.com/MariaDB/server/pull/496#issuecomment-533430894', 'author': {'login': 'klaywang'}}}]}",MariaDB,server,44.637696759259256
15,CLOSED,MDExOlB1bGxSZXF1ZXN0MTUyMDc0MDc5,MDEV-14528 - Track master timestamp in case rolling back to serial replication,https://github.com/MariaDB/server/pull/484,2017-11-11 20:40:42+00:00,2019-05-30T13:50:29Z,2019-05-30 13:50:29+00:00,{'edges': [{'node': {'name': 'license-bsd-new'}}]},484,CONTRIBUTOR,WIgor,,,0,8,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2017-11-29T09:19:17Z', 'updatedAt': '2017-11-29T09:19:17Z', 'url': 'https://github.com/MariaDB/server/pull/484#issuecomment-347799658', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-29T10:17:19Z', 'updatedAt': '2017-11-29T10:17:19Z', 'url': 'https://github.com/MariaDB/server/pull/484#issuecomment-347815098', 'author': {'login': 'WIgor'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:27Z', 'updatedAt': '2018-03-05T20:24:27Z', 'url': 'https://github.com/MariaDB/server/pull/484#issuecomment-370552591', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-05-15T11:59:32Z', 'updatedAt': '2018-05-15T11:59:32Z', 'url': 'https://github.com/MariaDB/server/pull/484#issuecomment-389141190', 'author': {'login': 'SachinSetiya'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2018-05-15T13:59:49Z', 'updatedAt': '2018-05-15T13:59:49Z', 'url': 'https://github.com/MariaDB/server/pull/484#issuecomment-389177188', 'author': {'login': 'WIgor'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-30T13:50:26Z', 'updatedAt': '2019-05-30T13:50:26Z', 'url': 'https://github.com/MariaDB/server/pull/484#issuecomment-497336280', 'author': {'login': 'andrelkin'}}}]}",MariaDB,server,49.13840277777778
16,CLOSED,MDExOlB1bGxSZXF1ZXN0MTQ5OTY0Njk0,MDEV-14531 - 10.3 fused madd ppc64,https://github.com/MariaDB/server/pull/482,2017-11-01 05:25:54+00:00,2018-04-11T00:09:49Z,2018-04-03 12:15:53+00:00,{'edges': []},482,MEMBER,grooverdan,,,33,64,8,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-11-21T03:14:11Z', 'updatedAt': '2017-11-21T03:14:11Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-345903919', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-11-29T11:27:10Z', 'updatedAt': '2017-11-29T11:27:10Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-347832364', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:29Z', 'updatedAt': '2018-03-05T20:24:29Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-370552602', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-04-02T11:00:39Z', 'updatedAt': '2018-04-02T11:00:39Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-377907321', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-04-03T06:33:18Z', 'updatedAt': '2018-04-03T06:33:18Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-378143170', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-04-03T09:17:30Z', 'updatedAt': '2018-04-03T09:17:30Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-378184447', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-04-03T09:50:32Z', 'updatedAt': '2018-04-03T09:50:32Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-378193922', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-04-03T12:15:53Z', 'updatedAt': '2018-04-03T12:15:53Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-378229120', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-04-03T21:34:48Z', 'updatedAt': '2018-04-03T21:34:48Z', 'url': 'https://github.com/MariaDB/server/pull/482#issuecomment-378406856', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server,59.77368055555556
17,CLOSED,MDExOlB1bGxSZXF1ZXN0MTQ5MTM5Nzk2,System Versioning 1.0 review,https://github.com/MariaDB/server/pull/478,2017-10-27 09:23:37+00:00,2018-01-26T09:59:50Z,2018-01-26 09:59:50+00:00,{'edges': []},478,CONTRIBUTOR,midenok,,,118,513,29,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-30T17:17:46Z', 'updatedAt': '2017-10-30T17:17:46Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-340517558', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-31T18:15:05Z', 'updatedAt': '2017-10-31T18:15:05Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-340854411', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-01T17:39:56Z', 'updatedAt': '2017-11-02T10:16:54Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-341181658', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-06T11:59:07Z', 'updatedAt': '2017-11-06T11:59:07Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-342128132', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-11T09:14:09Z', 'updatedAt': '2017-11-11T09:14:09Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-343651464', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-13T00:17:14Z', 'updatedAt': '2017-11-13T00:17:14Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-343780771', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-15T02:29:55Z', 'updatedAt': '2017-11-15T02:29:55Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-344466608', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-15T21:08:09Z', 'updatedAt': '2017-11-15T21:18:57Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-344728695', 'author': {'login': 'midenok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-16T16:15:03Z', 'updatedAt': '2017-11-16T16:15:03Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-344973557', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-20T12:23:42Z', 'updatedAt': '2017-11-20T12:23:42Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-345680815', 'author': {'login': 'midenok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-20T14:49:30Z', 'updatedAt': '2017-11-20T14:49:30Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-345717614', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-21T09:02:34Z', 'updatedAt': '2017-11-21T09:02:34Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-345960430', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-21T20:06:00Z', 'updatedAt': '2017-11-21T20:06:00Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-346145232', 'author': {'login': 'midenok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-28T09:15:47Z', 'updatedAt': '2017-11-28T09:15:47Z', 'url': 'https://github.com/MariaDB/server/pull/478#issuecomment-347460458', 'author': {'login': 'dr-m'}}}]}",MariaDB,server,64.60859953703704
18,CLOSED,MDExOlB1bGxSZXF1ZXN0MTQ5MDc1NTc3,MDEV-14207: mysql innodb_gis test fixes,https://github.com/MariaDB/server/pull/477,2017-10-27 00:22:32+00:00,2018-01-08T21:57:51Z,2018-01-08 21:57:48+00:00,{'edges': []},477,MEMBER,grooverdan,,,8,8,4,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2017-10-27T08:03:43Z', 'updatedAt': '2017-10-27T08:03:43Z', 'url': 'https://github.com/MariaDB/server/pull/477#issuecomment-339902254', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-27T11:42:18Z', 'updatedAt': '2017-10-27T11:42:18Z', 'url': 'https://github.com/MariaDB/server/pull/477#issuecomment-339948712', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-10-31T05:09:15Z', 'updatedAt': '2017-10-31T05:09:15Z', 'url': 'https://github.com/MariaDB/server/pull/477#issuecomment-340661669', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-11-02T03:46:41Z', 'updatedAt': '2017-11-02T03:46:41Z', 'url': 'https://github.com/MariaDB/server/pull/477#issuecomment-341310098', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-06T10:22:28Z', 'updatedAt': '2017-11-06T10:22:28Z', 'url': 'https://github.com/MariaDB/server/pull/477#issuecomment-342106127', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2018-01-04T18:52:08Z', 'updatedAt': '2018-01-04T18:52:08Z', 'url': 'https://github.com/MariaDB/server/pull/477#issuecomment-355366243', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-01-08T21:57:48Z', 'updatedAt': '2018-01-08T21:57:48Z', 'url': 'https://github.com/MariaDB/server/pull/477#issuecomment-356109615', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server,64.98435185185186
19,CLOSED,MDExOlB1bGxSZXF1ZXN0MTQ3MDY5OTA0,[Ubuntu] Cannot stop mysqld process,https://github.com/MariaDB/server/pull/470,2017-10-17 15:15:06+00:00,2018-02-28T01:56:21Z,2018-02-28 01:56:20+00:00,{'edges': []},470,NONE,cweiland,,,1,0,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2017-10-19T11:02:57Z', 'updatedAt': '2017-10-19T11:02:57Z', 'url': 'https://github.com/MariaDB/server/pull/470#issuecomment-337874492', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-16T07:33:49Z', 'updatedAt': '2017-11-16T07:33:49Z', 'url': 'https://github.com/MariaDB/server/pull/470#issuecomment-344839580', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-11-24T09:29:03Z', 'updatedAt': '2017-11-24T09:29:03Z', 'url': 'https://github.com/MariaDB/server/pull/470#issuecomment-346782681', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2018-02-28T01:56:20Z', 'updatedAt': '2018-02-28T01:56:20Z', 'url': 'https://github.com/MariaDB/server/pull/470#issuecomment-369093931', 'author': {'login': 'ottok'}}}]}",MariaDB,server,74.3645138888889
20,CLOSED,MDExOlB1bGxSZXF1ZXN0MTQ1NzE1Njk3,Fix misuse of MY_CHECK_CXX_COMPILER_FLAG in storage/innobase/innodb.c…,https://github.com/MariaDB/server/pull/466,2017-10-10 14:52:37+00:00,2018-04-05T16:24:06Z,2018-04-05 16:24:06+00:00,{'edges': []},466,NONE,satanson,,,2,2,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2017-10-11T15:37:00Z', 'updatedAt': '2017-10-11T15:37:00Z', 'url': 'https://github.com/MariaDB/server/pull/466#issuecomment-335852664', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-10-11T15:54:12Z', 'updatedAt': '2017-10-11T15:54:12Z', 'url': 'https://github.com/MariaDB/server/pull/466#issuecomment-335857869', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-15T12:39:29Z', 'updatedAt': '2017-10-15T12:39:29Z', 'url': 'https://github.com/MariaDB/server/pull/466#issuecomment-336708927', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-05T20:24:31Z', 'updatedAt': '2018-03-05T20:24:31Z', 'url': 'https://github.com/MariaDB/server/pull/466#issuecomment-370552610', 'author': {'login': 'codership-jenkins'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2018-03-06T06:27:56Z', 'updatedAt': '2018-03-06T06:27:56Z', 'url': 'https://github.com/MariaDB/server/pull/466#issuecomment-370677694', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-03-06T10:11:08Z', 'updatedAt': '2018-03-06T10:11:08Z', 'url': 'https://github.com/MariaDB/server/pull/466#issuecomment-370731221', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2018-04-05T16:24:06Z', 'updatedAt': '2018-04-05T16:24:06Z', 'url': 'https://github.com/MariaDB/server/pull/466#issuecomment-378994618', 'author': {'login': 'svoj'}}}]}",MariaDB,server,81.38012731481481
21,CLOSED,MDExOlB1bGxSZXF1ZXN0MTQxOTk2NzU1,"Unix does not have ss command, replacing it with lsof",https://github.com/MariaDB/server/pull/451,2017-09-20 02:20:56+00:00,2018-02-28T21:23:30Z,2018-02-28 21:23:30+00:00,{'edges': []},451,CONTRIBUTOR,angeloudy,,,2,12,1,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2017-09-20T04:07:47Z', 'updatedAt': '2017-09-20T04:10:23Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-330739627', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-09-25T13:22:46Z', 'updatedAt': '2017-09-25T13:22:46Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-331879146', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-11T04:16:01Z', 'updatedAt': '2017-10-11T04:16:01Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-335677465', 'author': {'login': 'angeloudy'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-11T04:22:01Z', 'updatedAt': '2017-10-11T04:22:01Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-335678166', 'author': {'login': 'angeloudy'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-11T05:35:29Z', 'updatedAt': '2017-10-11T05:35:29Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-335688246', 'author': {'login': 'janlindstrom'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-11T22:52:19Z', 'updatedAt': '2017-10-11T22:52:19Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-335971399', 'author': {'login': 'angeloudy'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2017-10-16T04:56:20Z', 'updatedAt': '2017-10-16T04:56:20Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-336780397', 'author': {'login': 'angeloudy'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2017-12-24T05:17:27Z', 'updatedAt': '2017-12-24T05:17:27Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-353766044', 'author': {'login': 'ari'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2018-01-30T11:12:51Z', 'updatedAt': '2018-01-30T11:12:51Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-361561594', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2018-02-28T21:23:30Z', 'updatedAt': '2018-02-28T21:23:30Z', 'url': 'https://github.com/MariaDB/server/pull/451#issuecomment-369387714', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server,101.90212962962963
