,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,comments,org,repo
310,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2NjczMDQy,Avoid destroying wsrep global server state before all THDs have been closed,https://github.com/MariaDB/server/pull/1121,2019-01-22T16:37:10Z,2019-02-20T10:03:04Z,2019-01-22T16:55:37Z,{'edges': []},1121,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': '07c2976a5542ecf77734df3b6b92e37e64908724'},{'edges': []},MariaDB,server
311,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2NTg4MTE0,MDEV-17835: Remove wsrep-sst-method=xtrabackup,https://github.com/MariaDB/server/pull/1120,2019-01-22T12:32:27Z,2019-01-23T10:07:37Z,2019-01-23T10:07:37Z,{'edges': []},1120,CONTRIBUTOR,sysprg,{'login': 'janlindstrom'},{'oid': '55be043c13d45581a0cecbae85d1f7de2708d891'},{'edges': []},MariaDB,server
312,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQ2NTU4OTI5,MDEV-18326 Refactor some ALTER column operations to use innobase_instant_try(),https://github.com/MariaDB/server/pull/1119,2019-01-22T10:51:27Z,2019-05-22T12:19:58Z,2019-05-22T12:19:53Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1119,CONTRIBUTOR,kevgs,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-23T08:41:16Z', 'updatedAt': '2019-01-23T08:41:16Z', 'url': 'https://github.com/MariaDB/server/pull/1119#issuecomment-456716440', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-29T20:20:35Z', 'updatedAt': '2019-01-29T20:20:35Z', 'url': 'https://github.com/MariaDB/server/pull/1119#issuecomment-458692216', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-22T12:19:53Z', 'updatedAt': '2019-05-22T12:19:53Z', 'url': 'https://github.com/MariaDB/server/pull/1119#issuecomment-494778423', 'author': {'login': 'kevgs'}}}]}",MariaDB,server
313,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2MzY0NTA4,Wsrep-lib submodule update for wsrep-API v26 update.,https://github.com/MariaDB/server/pull/1118,2019-01-21T17:15:49Z,2019-02-20T10:03:18Z,2019-01-21T17:45:44Z,{'edges': []},1118,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': '670fd88ee9ab7bc0273452f3d26c5f6859e6cdf4'},{'edges': []},MariaDB,server
314,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2MzQ0ODQ0,Fixes for streaming applier recovery,https://github.com/MariaDB/server/pull/1117,2019-01-21T16:09:51Z,2019-01-21T16:41:47Z,2019-01-21T16:41:47Z,{'edges': []},1117,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': 'f7ff14f77f22fb13ad0b3bec014cfb6478ea0cfb'},{'edges': []},MariaDB,server
315,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2MzMwNzU2,Fix crash in joined -> donor transition,https://github.com/MariaDB/server/pull/1116,2019-01-21T15:27:08Z,2019-01-21T15:50:39Z,2019-01-21T15:32:58Z,{'edges': []},1116,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': '803ac28c79882b54a0dfbd0912eb9882f1bfbddc'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-21T15:27:21Z', 'updatedAt': '2019-01-21T15:27:21Z', 'url': 'https://github.com/MariaDB/server/pull/1116#issuecomment-456111227', 'author': {'login': 'temeo'}}}]}",MariaDB,server
316,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2MzExMDY3,Fix MTR test wsrep_info.plugin,https://github.com/MariaDB/server/pull/1115,2019-01-21T14:26:10Z,2019-01-21T14:30:27Z,2019-01-21T14:30:24Z,{'edges': []},1115,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': 'aa699a37531a76c31e240a3921973cdb2f08ecd2'},{'edges': []},MariaDB,server
317,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2MjQ3Mzg5,MDEV-17973: Don't overwrite xtrabackup-v2/mariabackup SST logs by def…,https://github.com/MariaDB/server/pull/1114,2019-01-21T10:47:25Z,2019-01-21T13:06:49Z,2019-01-21T13:06:49Z,{'edges': []},1114,CONTRIBUTOR,GeoffMontee,{'login': 'janlindstrom'},{'oid': 'f9cc956065c7b6b424309abdb59e981007557827'},{'edges': []},MariaDB,server
318,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2MTg2MjA0,Changed ordering of WSREP init,https://github.com/MariaDB/server/pull/1113,2019-01-21T06:42:03Z,2019-01-21T06:46:30Z,2019-01-21T06:46:29Z,{'edges': []},1113,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': 'c1defbca61c230f05f0ca5e1488ce79bb902654c'},{'edges': []},MariaDB,server
319,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQ2MDk5Mjkx,"Support for wsrep provider-side encryption (AKA ""GCache encryption"")",https://github.com/MariaDB/server/pull/1112,2019-01-20T10:00:31Z,2019-02-14T07:23:51Z,2019-02-14T07:23:51Z,{'edges': []},1112,CONTRIBUTOR,ayurchen,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-20T13:51:50Z', 'updatedAt': '2019-01-20T13:51:50Z', 'url': 'https://github.com/MariaDB/server/pull/1112#issuecomment-455868272', 'author': {'login': 'ayurchen'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-02-01T17:11:35Z', 'updatedAt': '2019-02-01T17:12:22Z', 'url': 'https://github.com/MariaDB/server/pull/1112#issuecomment-459795468', 'author': {'login': 'mkaruza'}}}]}",MariaDB,server
320,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2MDYxODUx,Update wsrep-lib to fix static intialization issues and clang compile,https://github.com/MariaDB/server/pull/1111,2019-01-19T18:01:02Z,2019-01-19T18:09:58Z,2019-01-19T18:09:53Z,{'edges': []},1111,CONTRIBUTOR,temeo,{'login': 'svoj'},{'oid': 'd80a1e2fa5069406fff6e9fede4852bfc8772a69'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-19T18:09:58Z', 'updatedAt': '2019-01-19T18:09:58Z', 'url': 'https://github.com/MariaDB/server/pull/1111#issuecomment-455802422', 'author': {'login': 'svoj'}}}]}",MariaDB,server
321,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ2MDQ2MDIw,Fixes to mysql-test-run.pl according to Svoj's review,https://github.com/MariaDB/server/pull/1110,2019-01-19T13:05:32Z,2019-01-19T13:33:36Z,2019-01-19T13:33:31Z,{'edges': []},1110,CONTRIBUTOR,sciascid,{'login': 'svoj'},{'oid': 'e8c31920ebcb27bca754012c760282d812ffded3'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-19T13:33:36Z', 'updatedAt': '2019-01-19T13:33:36Z', 'url': 'https://github.com/MariaDB/server/pull/1110#issuecomment-455780751', 'author': {'login': 'svoj'}}}]}",MariaDB,server
322,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1OTIyNTUy,Fixed galera_gcache_recover_full_gcache commit error,https://github.com/MariaDB/server/pull/1109,2019-01-18T17:40:45Z,2019-01-18T19:53:51Z,2019-01-18T19:53:47Z,{'edges': []},1109,CONTRIBUTOR,temeo,{'login': 'svoj'},{'oid': 'be31f7eeba005088423b2a955f3d940dc0534dcb'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-18T19:53:51Z', 'updatedAt': '2019-01-18T19:53:51Z', 'url': 'https://github.com/MariaDB/server/pull/1109#issuecomment-455668052', 'author': {'login': 'svoj'}}}]}",MariaDB,server
323,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1ODU4NTM2,Fix for galera_FK_duplicate_client_insert,https://github.com/MariaDB/server/pull/1108,2019-01-18T14:14:08Z,2019-01-18T17:40:12Z,2019-01-18T17:19:02Z,{'edges': []},1108,CONTRIBUTOR,sjaakola,{'login': 'janlindstrom'},{'oid': '3f9ac7f8ff85966eee2a295cf99de9b85b462c19'},{'edges': []},MariaDB,server
324,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1NzY3Mjc0,Fixes according to email:  Remainig items from all reviews,https://github.com/MariaDB/server/pull/1107,2019-01-18T08:40:31Z,2019-01-18T09:49:14Z,2019-01-18T09:49:14Z,{'edges': []},1107,CONTRIBUTOR,sjaakola,{'login': 'svoj'},{'oid': 'f8786de4541dc5f9479b7e09342aa00350280822'},{'edges': []},MariaDB,server
325,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQ1NzExOTU0,"systemd: mariadb@bootstrap doesn't bootstrap, galera_new_cluster does",https://github.com/MariaDB/server/pull/1106,2019-01-18T02:45:54Z,2019-12-09T20:41:23Z,2019-11-14T22:31:38Z,{'edges': [{'node': {'name': 'license-mca'}}]},1106,CONTRIBUTOR,grooverdan,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-13T00:03:48Z', 'updatedAt': '2019-11-13T00:03:48Z', 'url': 'https://github.com/MariaDB/server/pull/1106#issuecomment-553174551', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-14T22:31:38Z', 'updatedAt': '2019-11-14T22:31:38Z', 'url': 'https://github.com/MariaDB/server/pull/1106#issuecomment-554111697', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-15T00:51:06Z', 'updatedAt': '2019-11-15T00:51:06Z', 'url': 'https://github.com/MariaDB/server/pull/1106#issuecomment-554157398', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
326,OPEN,MDExOlB1bGxSZXF1ZXN0MjQ1NzEwMzk3,Remove CMake SYSTEMD_EXECSTARTPRE,https://github.com/MariaDB/server/pull/1105,2019-01-18T02:35:21Z,2019-11-11T00:09:30Z,,{'edges': [{'node': {'name': 'license-mca'}}]},1105,CONTRIBUTOR,grooverdan,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-11T00:09:30Z', 'updatedAt': '2019-11-11T00:09:30Z', 'url': 'https://github.com/MariaDB/server/pull/1105#issuecomment-552250124', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
327,OPEN,MDExOlB1bGxSZXF1ZXN0MjQ1NzA4MTM1,systemd: mariadb@bootstrap - clear ExecStartPre and ExecStartPost,https://github.com/MariaDB/server/pull/1104,2019-01-18T02:19:17Z,2019-12-12T03:53:15Z,,{'edges': [{'node': {'name': 'license-mca'}}]},1104,CONTRIBUTOR,grooverdan,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-12T03:53:15Z', 'updatedAt': '2019-12-12T03:53:15Z', 'url': 'https://github.com/MariaDB/server/pull/1104#issuecomment-564838567', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
328,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1NTA3NTM1,"Fix memleak after exit on cluster connect failure, fix galera_safe_to_bootstrap",https://github.com/MariaDB/server/pull/1103,2019-01-17T13:50:05Z,2019-01-17T14:23:34Z,2019-01-17T14:23:34Z,{'edges': []},1103,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': 'e5a7ef0e34e72b87818af52fc0c8447c2bb49432'},{'edges': []},MariaDB,server
329,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1NDU1ODg0,Make sr_table_name_full_str `const char*`,https://github.com/MariaDB/server/pull/1102,2019-01-17T10:51:50Z,2019-01-17T11:14:37Z,2019-01-17T11:14:37Z,{'edges': []},1102,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '238d6ee38b71d2296b03efca71957542e5e26688'},{'edges': []},MariaDB,server
330,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1NDMwOTg3,Remove incomplete NBO implementation and related MTR suites,https://github.com/MariaDB/server/pull/1101,2019-01-17T09:34:14Z,2019-01-17T09:48:51Z,2019-01-17T09:48:47Z,{'edges': []},1101,CONTRIBUTOR,temeo,{'login': 'svoj'},{'oid': '5e5ab9c664e1af0f498fde43137acb627515e524'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-17T09:48:51Z', 'updatedAt': '2019-01-17T09:48:51Z', 'url': 'https://github.com/MariaDB/server/pull/1101#issuecomment-455109084', 'author': {'login': 'svoj'}}}]}",MariaDB,server
331,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1NDIyNzkx,Removed THD_TRANS::rw_ha_count from wsrep patch,https://github.com/MariaDB/server/pull/1100,2019-01-17T09:06:20Z,2019-01-17T09:25:38Z,2019-01-17T09:25:33Z,{'edges': []},1100,CONTRIBUTOR,temeo,{'login': 'svoj'},{'oid': 'fb9be7acb75f4f99094440c4474eebf058054115'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-17T09:25:38Z', 'updatedAt': '2019-01-17T09:25:38Z', 'url': 'https://github.com/MariaDB/server/pull/1100#issuecomment-455101545', 'author': {'login': 'svoj'}}}]}",MariaDB,server
332,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1MzA0MDE2,Added release result diff for galera.galera_sst_mysqldump,https://github.com/MariaDB/server/pull/1099,2019-01-16T21:49:24Z,2019-01-17T05:16:12Z,2019-01-17T05:16:12Z,{'edges': []},1099,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': '994c25b18b1a8a5658c0f3efa8a4edb899ff55e3'},{'edges': []},MariaDB,server
333,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQ1MTc3NjQ2,MDEV-18269 - fix off-by-one bug in unittest,https://github.com/MariaDB/server/pull/1098,2019-01-16T15:00:19Z,2019-01-16T19:51:16Z,2019-01-16T19:50:43Z,{'edges': []},1098,CONTRIBUTOR,ncopa,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-16T15:18:51Z', 'updatedAt': '2019-01-16T15:18:51Z', 'url': 'https://github.com/MariaDB/server/pull/1098#issuecomment-454816741', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-16T19:34:47Z', 'updatedAt': '2019-01-16T19:34:47Z', 'url': 'https://github.com/MariaDB/server/pull/1098#issuecomment-454910328', 'author': {'login': 'ncopa'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-16T19:50:43Z', 'updatedAt': '2019-01-16T19:50:43Z', 'url': 'https://github.com/MariaDB/server/pull/1098#issuecomment-454915760', 'author': {'login': 'svoj'}}}]}",MariaDB,server
334,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1MDc3NDA5,Fixup galera_sr.GCF-1051 after streaming log table renaming,https://github.com/MariaDB/server/pull/1097,2019-01-16T09:34:09Z,2019-01-16T09:54:24Z,2019-01-16T09:54:24Z,{'edges': []},1097,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '4689ebcb8fbe23caffe640909b4ee8dbd653ee05'},{'edges': []},MariaDB,server
335,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ1MDcyOTYx,Fix hardcoded streaming log table name,https://github.com/MariaDB/server/pull/1096,2019-01-16T09:19:15Z,2019-01-16T09:53:26Z,2019-01-16T09:53:26Z,{'edges': []},1096,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': 'baf3227829c60833c8f92a81f4e91fcb5bd5b6f2'},{'edges': []},MariaDB,server
336,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQ0ODU4MDYw,do not break main configuration with instantiated one,https://github.com/MariaDB/server/pull/1095,2019-01-15T16:31:32Z,2019-06-21T07:00:45Z,2019-06-21T07:00:45Z,{'edges': [{'node': {'name': 'license-mca'}}]},1095,CONTRIBUTOR,eworm-de,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T16:44:58Z', 'updatedAt': '2019-01-15T16:44:58Z', 'url': 'https://github.com/MariaDB/server/pull/1095#issuecomment-454462355', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T17:09:12Z', 'updatedAt': '2019-01-15T17:09:12Z', 'url': 'https://github.com/MariaDB/server/pull/1095#issuecomment-454471601', 'author': {'login': 'eworm-de'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T17:14:26Z', 'updatedAt': '2019-01-15T17:14:26Z', 'url': 'https://github.com/MariaDB/server/pull/1095#issuecomment-454473458', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T21:07:23Z', 'updatedAt': '2019-01-15T21:07:23Z', 'url': 'https://github.com/MariaDB/server/pull/1095#issuecomment-454551663', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T22:36:28Z', 'updatedAt': '2019-01-15T22:36:28Z', 'url': 'https://github.com/MariaDB/server/pull/1095#issuecomment-454578736', 'author': {'login': 'eworm-de'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T22:41:51Z', 'updatedAt': '2019-01-15T22:41:51Z', 'url': 'https://github.com/MariaDB/server/pull/1095#issuecomment-454580137', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-02-07T11:54:17Z', 'updatedAt': '2019-02-07T11:54:17Z', 'url': 'https://github.com/MariaDB/server/pull/1095#issuecomment-461389382', 'author': {'login': 'eworm-de'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-21T07:00:45Z', 'updatedAt': '2019-06-21T07:00:45Z', 'url': 'https://github.com/MariaDB/server/pull/1095#issuecomment-504315867', 'author': {'login': 'eworm-de'}}}]}",MariaDB,server
337,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ0NzkwMDUy,MDEV-18177 Fixed SST processing on joiner,https://github.com/MariaDB/server/pull/1094,2019-01-15T13:14:55Z,2019-01-16T15:48:16Z,2019-01-16T15:48:16Z,{'edges': []},1094,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': '4ac88504ce7516f0ce5e6be723ad493fef9b2d92'},{'edges': []},MariaDB,server
338,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ0NzcwMTE1,MDEV-18243 incorrect ASAN instrumentation,https://github.com/MariaDB/server/pull/1093,2019-01-15T12:02:56Z,2019-03-29T18:38:34Z,2019-01-15T12:41:27Z,{'edges': []},1093,CONTRIBUTOR,kevgs,{'login': 'dr-m'},{'oid': 'e0633f25e8cd954197d450902f863cc824d99755'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T12:34:36Z', 'updatedAt': '2019-01-15T12:34:36Z', 'url': 'https://github.com/MariaDB/server/pull/1093#issuecomment-454377276', 'author': {'login': 'kevgs'}}}]}",MariaDB,server
339,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQ0NzQ0Njkx,MDEV-18124 PK on inplace-enlarged type fails,https://github.com/MariaDB/server/pull/1092,2019-01-15T10:32:06Z,2019-03-29T18:38:05Z,2019-01-15T14:41:46Z,{'edges': []},1092,CONTRIBUTOR,midenok,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T14:41:46Z', 'updatedAt': '2019-01-15T14:41:46Z', 'url': 'https://github.com/MariaDB/server/pull/1092#issuecomment-454415138', 'author': {'login': 'dr-m'}}}]}",MariaDB,server
340,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ0NzE3ODAz,MDEV-18176 Galera test failure on galera.galera_gtid_slave_sst_rsync,https://github.com/MariaDB/server/pull/1091,2019-01-15T09:02:00Z,2019-01-15T09:13:20Z,2019-01-15T09:13:20Z,{'edges': []},1091,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': 'ea9b137c24f094a4ee7ccf992e707b2e6f181f35'},{'edges': []},MariaDB,server
341,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ0NTU2MjEx,MDEV-18233 Moving the hash_node_t to improve locality of reference,https://github.com/MariaDB/server/pull/1090,2019-01-14T19:17:20Z,2019-04-26T07:39:52Z,2019-01-15T12:54:45Z,{'edges': []},1090,CONTRIBUTOR,kevgs,{'login': 'dr-m'},{'oid': 'a06a3e467029cafc3c7f432fff9603fe9030c480'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-14T20:38:38Z', 'updatedAt': '2019-01-14T20:38:38Z', 'url': 'https://github.com/MariaDB/server/pull/1090#issuecomment-454152803', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T12:20:04Z', 'updatedAt': '2019-01-15T12:20:04Z', 'url': 'https://github.com/MariaDB/server/pull/1090#issuecomment-454373696', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T12:47:51Z', 'updatedAt': '2019-01-15T12:47:51Z', 'url': 'https://github.com/MariaDB/server/pull/1090#issuecomment-454380669', 'author': {'login': 'dr-m'}}}]}",MariaDB,server
342,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQ0NDM3MjMy,MDEV-18214 remove some duplicated MONITOR counters,https://github.com/MariaDB/server/pull/1089,2019-01-14T13:06:36Z,2019-02-01T10:03:59Z,2019-02-01T10:03:54Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1089,CONTRIBUTOR,kevgs,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-25T13:43:37Z', 'updatedAt': '2019-01-25T13:43:37Z', 'url': 'https://github.com/MariaDB/server/pull/1089#issuecomment-457576610', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-31T10:00:00Z', 'updatedAt': '2019-01-31T10:00:00Z', 'url': 'https://github.com/MariaDB/server/pull/1089#issuecomment-459285724', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-02-01T10:03:54Z', 'updatedAt': '2019-02-01T10:03:54Z', 'url': 'https://github.com/MariaDB/server/pull/1089#issuecomment-459670533', 'author': {'login': 'kevgs'}}}]}",MariaDB,server
343,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ0NDE0MzMy,MDEV-18173 Assertion `o->ind == vers_end' or `o->ind == vers_start' f…,https://github.com/MariaDB/server/pull/1088,2019-01-14T11:38:08Z,2019-03-29T18:36:59Z,2019-01-15T13:22:04Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1088,CONTRIBUTOR,midenok,{'login': 'dr-m'},{'oid': 'ce06990056824f0a3ef15cdf9980aaa3cfb911e0'},{'edges': []},MariaDB,server
344,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ0Mzc4NTA4,Fixes to wsrep XID durability,https://github.com/MariaDB/server/pull/1087,2019-01-14T09:24:10Z,2019-01-14T11:16:30Z,2019-01-14T11:16:30Z,{'edges': []},1087,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': '0070e1839d9c5a79f44ba18e94afe6f0745d0775'},{'edges': []},MariaDB,server
345,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQ0MjEyNDE5,MDEV-14580: mysql_install_db elements based on dirname of mysql_instal_db,https://github.com/MariaDB/server/pull/1086,2019-01-12T10:19:05Z,2019-02-21T13:41:31Z,2019-02-21T13:41:31Z,{'edges': [{'node': {'name': 'license-mca'}}]},1086,CONTRIBUTOR,grooverdan,,,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-01-14T15:04:59Z', 'updatedAt': '2019-01-14T15:04:59Z', 'url': 'https://github.com/MariaDB/server/pull/1086#issuecomment-454035808', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-14T20:30:46Z', 'updatedAt': '2019-01-14T20:30:46Z', 'url': 'https://github.com/MariaDB/server/pull/1086#issuecomment-454150456', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
346,MERGED,MDExOlB1bGxSZXF1ZXN0MjQ0MDYwNDAz,Fix for wsrep.mdev_10186,https://github.com/MariaDB/server/pull/1085,2019-01-11T15:32:04Z,2019-01-13T09:55:31Z,2019-01-13T09:55:31Z,{'edges': []},1085,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': 'addba9c09d0295328ecd999e463f962824a3312b'},{'edges': []},MariaDB,server
347,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQzNzMwMTcx,[MDEV-17803] fixes wrong datatype (uint instead of ulong) for table_id,https://github.com/MariaDB/server/pull/1084,2019-01-10T15:35:43Z,2019-01-11T10:09:15Z,2019-01-11T10:08:59Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1084,NONE,mapa82,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-10T16:39:12Z', 'updatedAt': '2019-01-10T16:39:12Z', 'url': 'https://github.com/MariaDB/server/pull/1084#issuecomment-453163653', 'author': {'login': 'andrelkin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-01-11T10:08:59Z', 'updatedAt': '2019-01-11T10:09:15Z', 'url': 'https://github.com/MariaDB/server/pull/1084#issuecomment-453463871', 'author': {'login': 'mapa82'}}}]}",MariaDB,server
348,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQzNjk4NzMw,[MDEV-17803] fixes wrong datatype (uint instead of ulong) for table_id,https://github.com/MariaDB/server/pull/1083,2019-01-10T14:06:09Z,2019-01-10T15:34:29Z,2019-01-10T15:29:22Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1083,NONE,mapa82,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-10T14:12:18Z', 'updatedAt': '2019-01-10T14:12:18Z', 'url': 'https://github.com/MariaDB/server/pull/1083#issuecomment-453109030', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-10T14:13:51Z', 'updatedAt': '2019-01-10T14:14:50Z', 'url': 'https://github.com/MariaDB/server/pull/1083#issuecomment-453109537', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-01-10T14:18:55Z', 'updatedAt': '2019-01-10T14:18:55Z', 'url': 'https://github.com/MariaDB/server/pull/1083#issuecomment-453111114', 'author': {'login': 'mapa82'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-10T14:22:13Z', 'updatedAt': '2019-01-10T14:22:58Z', 'url': 'https://github.com/MariaDB/server/pull/1083#issuecomment-453112189', 'author': {'login': 'an3l'}}}]}",MariaDB,server
